name,artist,vibes,tempo,loudness,energy,danceability,key,mode,duration
Ghost Town Rituals (Album Version),Nights Like These,doom metal sludge metal hardcore punk groove metal tech metal heavy metal massachusetts metalcore nu metal southern rock,124.87,-4.05,0.0,0.0,5,1,305.9
Un Peu D'Amour Et D'Amitié,Maurice Larcange,chanson musette pop folk world country jazz instrumental french accordion,133.55,-10.4,0.0,0.0,1,1,215.4
Morning Glory,Oasis,british pop hard rock rap alternative rock rock pop alternative england manchester british trad rock,136.95,-3.16,0.0,0.0,0,1,301.9
I don't Want to Be Alone Tonight,Jauida,male vocalist acoustic spanish latin rock en espanol mexico latin pop trova latin folk regional mexican,101.01,-7.0,0.0,0.0,7,1,269.8
Disappeared,John Wesley_ John Wesley,disco calypso reggae hard trance dub progressive house progressive trance art rock happy hardcore italian disco,133.41,-7.51,0.0,0.0,7,1,351.1
Recorda-Me,Bobby Hutcherson,latin jazz jazz funk hard bop soul jazz free jazz future jazz jazz cool jazz smooth jazz broken beat,95.63,-13.46,0.0,0.0,9,0,352.6
Italian For Goodbye (skit),The Pharcyde,rap hip hop new wave electro underground hip hop underground rap los angeles alternative rap west coast rap political rap,38.23,-19.46,0.0,0.0,0,1,11.6
Only For The Young,George Lopez,california stand-up comedy comedy funny spoken word nepal latin club chicano united states,75.47,-8.83,0.0,0.0,4,1,345.2
Serene,The Cosmosamatics,free jazz jazz post-bop avant-garde ballad hard bop united states funk blues modern creative,65.05,-14.95,0.0,0.0,3,1,338.4
Anti Geroi,Azis,pop folk chalga gypsy jazz parody eurodance brutal death metal power metal disco grindcore heavy metal,98.15,-6.61,0.0,0.0,0,1,281.9
Medley Leïla Chico,Leila Chicot,zouk caribbean french,90.01,-5.57,0.0,0.0,2,1,293.3
Warrior's Quest,Ensiferum,power metal black metal heavy metal finish metal acoustic folk folk metal death metal melodic,179.99,-4.51,0.0,0.0,7,1,291.0
Stronger Than Me,Amy Winehouse,vocal jazz blues pop rock funk pop rock soul england all-female jazz,91.2,-7.76,0.0,0.0,10,1,256.1
Chorinho Pra Ele (Live),Richard Galliano,tango musette chill-out jazz british pop flamenco vocal house hard bop jazz fusion trip hop,230.99,-12.01,0.0,0.0,0,1,197.2
The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,rap hip hop new wave electro underground hip hop underground rap los angeles alternative rap west coast rap political rap,95.82,-9.64,0.0,0.0,1,1,334.8
Joy In The Journey (The Final Word Album Version),Michael Card,ccm contemporary christian religious music christian music easy listening singer-songwriter emo inspirational folk christian,115.26,-15.6,0.0,0.0,6,1,182.7
So Jah Seh,Jackie Edwards,rock steady reggae roots reggae lovers rock ballad ska dub northern soul blues dancehall,161.8,-12.1,0.0,0.0,1,1,256.6
Lady Of Your Calibre,Gregory Isaacs,lovers rock roots reggae reggae dancehall dub rock steady chill-out island music jungle music blues-rock,160.01,-12.08,0.0,0.0,3,0,221.8
T'as 16 ans demain,Les Hou-Lops,freakbeat psychedelic rock los angeles chanson game rock french quebec classic retro,103.29,-7.46,0.0,0.0,2,1,122.7
La Excursion,1. Futurologischer Congress,kraut rock neue deutsche welle electronic new wave synthpop minimal rock electro germany spain,80.31,-10.92,0.0,0.0,0,1,107.5
Big Balls And Cow Town,Asleep At The Wheel,western swing honky tonk southern rock bluegrass contemporary country classic rock country jazz texas rock,126.53,-10.85,0.0,0.0,0,1,251.4
To The Stars,Claire Hamill,new age ambient electronic experimental abstract singer-songwriter rock classical contemporary folk,178.72,-12.68,0.0,0.0,9,1,123.7
Compulsory Resurrection,Abysmal Dawn,blackened death metal technical death metal brutal death metal tech metal heavy metal thrash metal death metal black metal united states american,125.09,-5.77,0.0,0.0,7,1,250.4
Lie Down And Be Counted (2007 Digital Remaster),Neil Innes,pop rock parody blues-rock vaudeville rock psychedelic rock comedy pop singer-songwriter classic rock,141.12,-10.88,0.0,0.0,7,1,190.7
Don't Cry_ Joe,Gordon Jenkins,orchestra latin jazz cool jazz jazz easy listening big band swing instrumental united states american,66.99,-11.55,0.0,0.0,5,1,190.5
Party Til The Cows Come Home,Elvin Bishop,blues-rock southern rock pop rock soft rock country rock europop disco blues rock 'n roll neo soul,150.01,-5.21,0.0,0.0,7,1,254.6
Your Amazing Grace (feat. Raul Midón),Marcus Miller,jazz funk soul jazz smooth jazz funk jazz fusion contemporary jazz neo soul disco free jazz acid jazz,152.19,-9.47,0.0,0.0,0,1,409.1
Lobotomy,Chaotica,industrial rock industrial metal nu metal rock electronic industrial hard rock techno alternative rock punk,135.07,-6.88,0.0,0.0,4,0,243.3
The tears I cried,Lara & The Gumbo Lickers,visual kei chinese music arabesque eurobeat hard trance trance disco hip hop techno dance,93.42,-8.72,0.0,0.0,8,1,232.9
Into A Swan,Siouxsie,dark wave glam rock gothic rock new wave synthpop pop rock singer-songwriter progressive rock female vocalist alternative rock,115.03,-6.93,0.0,0.0,8,1,234.6
Karuna,Bill Douglas,chamber jazz ballad downtempo neoclassical celtic spiritual jazz folk rock pop rock electronic,105.53,-15.62,0.0,0.0,10,0,331.1
Fuego Caliente,M.I.K.E.,progressive trance hard trance trance progressive house hard house techno downtempo electronic tech house hardstyle,140.03,-8.13,0.0,0.0,11,0,514.7
Hit The Lights,Metallica,speed metal hard rock heavy metal thrash metal rock pop alternative rock guitar metal cover,167.49,-3.03,0.0,0.0,1,1,252.3
Have You Seen Her,The Red Telephone,power pop indie rock dream pop alternative rock rock pop boston shoegaze boston rock boston band crush,117.33,-6.46,0.0,0.0,2,1,273.6
Slave To The Wage,Placebo,british pop rock alternative indie london england glam rock alternative rock guitar beautiful,142.12,-6.03,0.0,0.0,8,1,247.0
Get It For Free,Mötley Crüe,heavy metal hard rock hair metal glam metal pop metal glam rock southern rock stoner rock grunge classic rock,127.75,-7.2,0.0,0.0,7,1,254.0
Don't Tell Me,T-Bone,ccm gangster rap christian hip hop hard trance progressive trance christian rock hip hop tech house trance rap,208.42,-8.23,0.0,0.0,0,1,229.1
The Thrill Is Gone,Jude Taylor & His Burning Flames,zydeco comedy cajun,102.73,-11.94,0.0,0.0,10,0,260.5
Lil Mama Getdown,DJ Spinn featuring Traxman,chicago house dance music los angeles dj chicago edm dance funk california ghetto tech,159.96,-7.46,0.0,0.0,4,0,195.5
Un Tipo Como Yo,Willie Rosario,salsa charanga latin jazz boogaloo mambo calypso soul jazz merengue future jazz bolero,197.46,-5.8,0.0,0.0,7,1,281.4
Closing Scene,The Radio Dept.,shoegaze dream pop indie rock indie pop pop indie electronic swedish noise pop melancholia,88.02,-5.65,0.0,0.0,9,0,256.0
Cancion Para Mi Muerte,Sui Generis,cumbia folk rock tech house dub reggae classic rock progressive rock funk electronic house,124.6,-13.99,0.0,0.0,7,1,234.5
Truck Driving Man/Down In The Caribbean,Leon Russell & New Grass Revival,blues-rock country rock classic rock southern rock country blues pop rock folk rock rock blues singer-songwriter,157.75,-12.0,0.0,0.0,5,1,221.3
Swallow The Knife (Live) (Segue),Story Of The Year,screamo emo rock alternative california punk revival pop punk hard rock guitar metal,100.03,-7.63,0.0,0.0,6,1,75.6
Lake Of Dreams,Lisa Lynne,chill-out celtic fusion celtic neoclassical easy listening new age world music folk electronic ambient,94.03,-12.81,0.0,0.0,0,1,298.1
Small World,Ethel Merman,vaudeville show tunes disco swing oldies world music soundtrack film music traditional pop musical theater,124.18,-16.99,0.0,0.0,0,1,135.3
Mayday,Natural Elements,hip hop hardcore hip hop rap underground hip hop united states new york rock new york city gangsta underground rap,185.88,-6.32,0.0,0.0,1,1,338.1
Because Of You,Neil Sedaka,brill building pop soft rock pop rock doo-wop teen pop ballad chanson rock 'n roll space age pop cabaret,76.01,-9.45,0.0,0.0,4,0,170.8
Metal from Hell...22nd Century,Satan's Host,heavy metal blackened death metal black metal doom metal death metal speed metal power metal thrash metal metal black,121.55,-3.47,0.0,0.0,11,0,332.7
Rollercoaster Ride,Aaron Watson,honky tonk classic country country rock southern rock singer-songwriter male vocalist country texas texas music texas country,155.9,-8.94,0.0,0.0,4,1,217.4
The Girl I Find (LP Version),The Impressions,chicago soul northern soul r&b motown doo-wop soul beach music chill-out southern soul rock,81.59,-10.45,0.0,0.0,1,1,159.3
Panda Bear,Owl City,synthpop electronica electronic pop indietronica emo pop disco soundtrack rock up beat,150.07,-7.19,0.0,0.0,5,0,187.6
Flores Negras,Barbarito Diez,charanga latin latino tropical cuban cuba afro-cuban moje standards song writer son cubano,85.88,-9.72,0.0,0.0,0,1,183.4
Turning Away,Mary Black,country rock irish folk folk rock soft rock ballad celtic blues-rock meditation rock downtempo,163.57,-9.46,0.0,0.0,5,0,293.9
Doctor Of Hearts (Album Version),THE CHIFFONS,doo-wop ballad pop rock all-female soft rock brill building pop country rock blues-rock rock classic rock,120.71,-7.0,0.0,0.0,3,0,166.9
Citizen Of The Planet,Simon & Garfunkel,folk-pop folk rock soft rock classic rock singer-songwriter united states rock new york electronic psychedelic,151.5,-13.05,0.0,0.0,7,1,194.4
You Can Always Come Home,Commissioned,ccm urban soul jazz jazz contemporary gospel r&b spiritual contemporary christian gospel male vocalist,157.87,-8.13,0.0,0.0,8,1,342.8
The Blessing,Joi,breakbeat big beat tribal house progressive house dub hard trance downtempo future jazz trip hop techno,95.97,-4.14,0.0,0.0,7,1,333.2
Crying Time,Commander Cody And His Lost Planet Airmen,country rock western swing southern rock roots rock rockabilly classic rock funk rock country rock 'n roll,104.82,-16.36,0.0,0.0,4,1,188.7
Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Beenie Man Featuring Wyclef And Redman,dancehall reggae raga hardcore jamaica jungle music kingston soca hip hop classic,79.82,-4.54,0.0,0.0,1,1,228.0
Little Bitty Pretty One,Dee Clark,doo-wop blues-rock german pop disco ballad blues pop rock chicago soul rock 'n roll southern soul,91.7,-9.56,0.0,0.0,8,1,141.2
Whip It,DJ Slugo,bass music techno electro tech house ghetto tech italian disco detroit techno freestyle disco electronic,150.06,-9.7,0.0,0.0,1,1,199.2
The Cookie Bakers of the Night,Laurie Berkner,death core hardstyle bossa nova speed metal brutal death metal singer-songwriter emo death metal intelligent dance music female vocalist,144.71,-16.26,0.0,0.0,5,1,233.5
Shooting Stars,Cauterize,pop punk skate punk piano rock post-grunge melodic hardcore alternative metal pop rock emo melodic death metal post-hardcore,97.15,-4.71,0.0,0.0,1,1,240.4
La Vida En Rosa,S. Solis y Orquesta,musette tango easy listening lounge accordion french,63.01,-11.41,0.0,0.0,0,1,182.2
Rakkauden satu - Histoire d'un Amour -,Erkki Junkkarinen,humppa tango german pop ballad disco pop rock finish jazz rock folk,100.61,-9.56,0.0,0.0,4,0,215.8
La Route Est Belle,Oztara,musette canada world quebec gypsy indie folk canadian francophone buddamat,191.93,-5.79,0.0,0.0,3,0,207.5
Urgence,Sonia Dersion,zouklove zouk kizomba r&b african electric world music antilles west indies world reggae,173.94,-8.09,0.0,0.0,5,0,269.9
Pero Me Acuerdo De Tí,Christina Aguilera,dance pop teen pop neo soul r&b ballad pop rock urban adult contemporary soul hip hop,117.98,-7.83,0.0,0.0,6,1,266.7
The Illusionist,Scar Symmetry,death metal heavy metal progressive metal sweden power metal melodic death metal melodic heavy guitar,150.09,-3.54,0.0,0.0,6,0,271.5
Trapped In Reality,Headhunter,dubstep progressive house dubtronica hard house grime chill-out jungle music hard trance dub speed metal,153.55,-3.32,0.0,0.0,8,0,312.8
God Bless You (Goddamn it),A Static Lullaby,post-hardcore screamo emo alternative metal melodic hardcore melodic metalcore metalcore hard rock christian rock pop punk,80.41,-4.62,0.0,0.0,7,1,237.4
Something For The Pain,Robben Ford,blues-rock jazz blues soul blues latin jazz blues jazz funk r&b jazz fusion smooth jazz easy listening,111.9,-6.31,0.0,0.0,9,0,298.4
Flashflood,Aesop Rock,underground rap indie alternative rap rap funk underground jazz instrumental beats dark,167.91,-6.02,0.0,0.0,4,1,234.5
This Is NOT a Crass Song,Anti-Flag,oi hardcore punk punk rock punk revival emo political melodic indie pop,141.33,-10.61,0.0,0.0,6,1,359.6
El niño de la calle,Alfredo Gutiérrez,louisiana blues merengue jump blues east coast blues salsa vallenato bolero blues jazz rock,86.2,-8.52,0.0,0.0,10,1,130.2
Everyone_ Everywhere_ Everytime,Greater Vision,ccm southern gospel gospel christmas music orchestra christian music ballad california hymns slide,135.96,-10.3,0.0,0.0,10,0,223.8
Imagination,Hysterie,tech house hard trance hip house trance hard house hardstyle progressive house club happy hardcore techno,130.03,-10.98,0.0,0.0,0,1,389.6
Soul Searcher,Joe Lynn Turner,hard rock soft rock neo classical metal heavy metal power metal classic rock doom metal progressive rock rock black metal,86.67,-12.65,0.0,0.0,5,1,247.8
Skeletons (Live Acoustic Version),Rickie Lee Jones,folk rock soft rock trip hop pop rock singer-songwriter blues-rock urban folk cool jazz smooth jazz religious music,70.33,-21.98,0.0,0.0,7,1,221.1
What To Do Crying Waiting Hoping Learning The Game,Bobby Vee,brill building pop soft rock ballad doo-wop pop rock rockabilly classic rock rock rock 'n roll blues-rock,117.45,-14.49,0.0,0.0,7,1,227.1
This House Is Haunted,Alice Cooper,shock rock glam rock garage rock heavy metal hard rock classic rock rock pop ballad psychedelic rock,130.32,-12.26,0.0,0.0,1,0,210.5
Exactamente Medianoche,Memphis La Blusera,chicago blues electroclash blues-rock art rock blues new wave classic rock rock jazz argentina,84.89,-13.42,0.0,0.0,9,0,338.1
Fonsi,Zaïko Langa Langa,soukous congo rumba world music world folk country africa african pop,127.89,-3.81,0.0,0.0,11,1,250.7
Snippet 15,Bare Jr.,post-grunge alternative country hard rock male vocalist alternative rock indie rock rock alternative country 90s,0.0,-34.03,0.0,0.0,10,1,4.0
I'm Over You (Album Version),Rebecca Lynn Howard,country rock bluegrass country soul female vocalist adult contemporary blues rock contemporary country acoustic,89.92,-4.4,0.0,0.0,6,1,243.3
Dementia,Schizoid,breakcore grindcore breakbeat digital hardcore gabba death metal electronic speedcore broken beat rhythm noise,81.77,-4.67,0.0,0.0,4,1,184.2
-start ID-,The Mad Capsule Markets,hard rock techno nu metal power electronics jungle music breakcore rock alternative rock digital hardcore punk,137.54,-17.43,0.0,0.0,7,1,12.1
Killing Machine,Aiden,post-hardcore emo rock punk gothic screamo grunge hardcore punk metalcore new wave,207.97,-4.46,0.0,0.0,2,0,140.4
Street Car Blues,Sleepy John Estes,country blues delta blues memphis blues piedmont blues blues chicago blues ragtime louisiana blues texas blues smooth jazz,158.77,-18.34,0.0,0.0,0,1,196.9
Ya Lil' Crumbsnatchers (LP Version),Del Tha Funkee Homosapien,hip hop alternative hip hop chill-out trip hop turnablism southern rock post rock space rock alternative rap california,108.44,-9.51,0.0,0.0,8,1,90.9
Manuel's Mambo,Cal Tjader,latin jazz salsa soul jazz mambo merengue bossa nova samba smooth jazz cool jazz jazz,176.28,-23.55,0.0,0.0,0,1,197.2
Captin Kut-Cha,Kai Winding,hard bop bebop latin jazz jazz funk blues mainstream jazz instrumental trombone soul,182.88,-18.02,0.0,0.0,0,0,192.0
All I Ask For (Album Version),Ill Nino,alternative metal nu metal heavy metal metal industrial soundtrack heavy rap melodic original,91.01,-3.67,0.0,0.0,8,1,219.8
Cool Water,Roger Williams,instrumental pop folk-pop easy listening jazz folk instrumental american piano orchestral pop male,111.43,-14.17,0.0,0.0,7,1,201.7
Pluvialus,LORE,trip hop nu metal british pop dark wave electropop gothic rock heavy metal soundtrack downtempo rock,135.6,-13.82,0.0,0.0,0,1,423.1
Geek USA (Album Version),Between The Buried And Me,alternative metal hardcore punk progressive rock metal progressive hardcore thrash metal polka ballad beat,126.77,-5.09,0.0,0.0,6,1,325.1
Soul Of A Man,Erja Lyytinen,blues-rock slide blues delta blues electric blues bluegrass funk female vocalist guitar singer-songwriter,91.76,-13.41,0.0,0.0,7,1,111.8
Amo Dejarte Asi,Gustavo Cerati,electronica tango latin pop pop rock trip hop ambient club post rock indie pop rock,94.01,-10.91,0.0,0.0,6,0,237.7
La fête à la prison,Oldelaf et Monsieur D,los angeles humorous chanson french chanson francaise,145.32,-7.82,0.0,0.0,2,1,296.9
Song For Val,The Embarrassment,jangle pop indie rock classic rock rock united states alternative punk college rock pop 80s,186.5,-6.89,0.0,0.0,4,1,78.8
Alpha Beta Parking Lot,Cake,post-grunge country alternative indie funk new wave jazz rap indie rock guitar,189.62,-8.52,0.0,0.0,2,1,210.1
Forgiveness,Goldfinger,ska punk pop punk ska punk rock alternative florida alternative pop rock soundtrack third wave ska revival,168.46,-5.14,0.0,0.0,7,1,204.3
Pedagogy for the Oppressed (Album Version),Scalplock,grindcore power violence thrash core rock hardcore heavy metal punk crust england grind,75.89,-8.5,0.0,0.0,6,0,114.0
Rakkautta Kööpenhaminassa - Förälskad i Köpenhamn -,Erkki Junkkarinen,humppa tango german pop ballad disco pop rock finish jazz rock folk,101.27,-11.13,0.0,0.0,5,1,165.5
Wings,4Him,ccm gospel contemporary christian christian rock hymns soft rock contemporary gospel christian blues hip hop,171.33,-9.29,0.0,0.0,1,1,242.0
When He Was On The Cross (I Was On His Mind),The Paynes,southern gospel country gospel spiritual country christian united states ohio beautiful gospel group,115.92,-12.63,0.0,0.0,11,1,310.2
How It Feels,Juggler,ragga jungle jungle music los angeles electroclash raga frevo disco beat soundtrack dance,140.02,-14.1,0.0,0.0,10,0,231.9
Lo Mismo Que Yo (Bonus Track),Bacilos,vallenato cumbia tribal house merengue breakbeat pop rock trance electro alternative rock dance,81.0,-8.64,0.0,0.0,6,0,247.7
Secret Smile,Semisonic,post-grunge power pop pop rock british pop modern rock ballad alternative rock soft rock rock alternative pop rock,99.06,-9.43,0.0,0.0,1,1,280.0
Si Es Que Te Vas,Carlos Vives,vallenato cumbia rumba island music gaita merengue trance latin latin pop progressive trance,130.51,-8.29,0.0,0.0,0,1,262.2
Pariah,Cursed,hardcore punk noise rock stoner metal hardcore metal sludge metal crust punk metalcore post-hardcore doom metal grindcore,104.81,-3.6,0.0,0.0,5,0,74.7
Greater,Vanessa Bell Armstrong,gospel neo soul funk soul electronic united states funk soul female vocalist worship music christian,93.92,-5.25,0.0,0.0,1,1,419.7
Bye Bye Betty Blue,The Fever,dance-punk dance rock cabaret indie rock garage rock dub dance downtempo electro garage punk,84.46,-4.53,0.0,0.0,7,0,194.5
Come On In,Washboard Sam,delta blues chicago blues ragtime louisiana blues smooth jazz blues jazz classic rock soundtrack 70s,174.61,-16.05,0.0,0.0,0,0,162.9
Getaway,KRS-One,hip hop old school hip hop chill-out big beat pop rap turnablism gangster rap breakbeat trip hop east coast hip hop,109.07,-5.73,0.0,0.0,1,1,187.2
Keep It Alive,Lee Ritenour,instrumental pop smooth jazz jazz funk jazz fusion cool jazz soul jazz fusion jazz free jazz jazz chill-out,82.73,-14.2,0.0,0.0,10,1,291.8
Back to '93,Caspa,dubstep grime jungle music tech house dub glitch breakbeat hip hop rap electronica,93.33,-8.56,0.0,0.0,1,1,371.6
Pig Meat On The Line,Memphis Minnie,country blues delta blues chicago blues blues classic female blues ragtime louisiana blues smooth jazz piano blues piedmont blues,136.82,-20.17,0.0,0.0,0,1,156.4
Hard Pure,Pumpkin Buzzard,happy hardcore gabba doom metal experimental rock free improvisation pop rock grunge hip hop industrial metal death metal,118.8,-6.83,0.0,0.0,5,1,228.0
Waiting For You (I Forgive You Before I Go),Mississippi John Hurt,delta blues country blues blues piano blues louisiana blues chicago blues bluegrass ragtime smooth jazz nu metal,80.86,-10.91,0.0,0.0,5,1,271.2
We Can Do It,Steel Pulse,roots reggae reggae england dancehall lovers rock contemporary reggae classic urban guitar punk,158.57,-13.49,0.0,0.0,10,1,237.5
Era um dia desses,Hélio Ziskind,banda latin gaita world reggae,101.62,-17.13,0.0,0.0,4,1,105.4
Boogie Man,Freddie King,texas blues blues-rock electric blues chicago blues jump blues blues jazz funk british blues afrobeat delta blues,135.95,-14.98,0.0,0.0,11,1,226.1
My Record Company,K's Choice,post-grunge pop rock alternative rock british pop soft rock chill-out rock grunge folk rock nu metal,161.46,-7.3,0.0,0.0,4,1,222.3
Love My Way,William Orbit,progressive house downtempo trance progressive trance hard trance electronic big beat hard house electro classic rock,98.82,-20.14,0.0,0.0,1,1,159.1
Pseudoephedrine,Nick Conolly,singer-songwriter melbourne,164.7,-17.83,0.0,0.0,4,0,307.5
Angel Food,Steve Vai,instrumental rock heavy metal hard rock fusion rock metal progressive guitar virtuoso instrumental funk,147.83,-12.34,0.0,0.0,4,1,383.3
No Regrets,Gob,pop punk ska punk breakcore alternative metal punk pop grunge rock punk punk revival grindcore,133.99,-5.92,0.0,0.0,4,1,153.3
C'est Moi,Rupa & the April Fishes,tango gypsy jazz musette parody jazz folk world country alternative rock latin,165.97,-8.59,0.0,0.0,11,1,251.8
Perfection Design,Amoral,death metal technical death metal speed metal tech metal melodic death metal glam metal rock nu metal progressive metal pop rock,139.98,-3.39,0.0,0.0,0,1,238.9
Coolsville (Live Acoustic Version),Rickie Lee Jones,folk rock soft rock trip hop pop rock singer-songwriter blues-rock urban folk cool jazz smooth jazz religious music,60.76,-18.11,0.0,0.0,9,1,308.9
Girl From A Pawnshop,The Black Crowes,blues-rock southern rock hard rock rock jam band boogie rock bluegrass american trad rock classic rock grunge,119.71,-8.09,0.0,0.0,7,1,404.6
About Last Night (LP Version),Vitamin C,teen pop hip house dance pop tech house chill-out jrock electropop video game music grunge oldies,96.99,-6.3,0.0,0.0,2,1,241.0
Inferior (Late Night Version),Zuma,electro male vocalist electronica pop norwegian rock eurovision synthpop alternative rock indie,120.0,-8.15,0.0,0.0,7,1,266.0
Memorabilia,Nine Inch Nails,industrial metal alternative metal industrial rock alternative rock rock industrial alternative soundtrack new wave progressive rock,133.9,-6.96,0.0,0.0,10,0,442.0
Just Want To See Ya,Pacha Massive,trip hop chill-out broken beat jungle music downtempo acid jazz deep house hip hop disco dub,140.03,-8.95,0.0,0.0,0,0,241.7
The Fundamental Alienation,Dimmu Borgir,black metal death metal heavy metal metal extreme metal scandinavian metal symphonic metal industrial metal black melodic,112.28,-4.06,0.0,0.0,10,1,317.4
The Ava Song,Francis Dunnery,singer-songwriter art rock soundtrack progressive rock pop rock alternative rock rock blues male vocalist alternative country,101.66,-7.88,0.0,0.0,7,1,257.2
Looking At You (Cody High School),MC5,garage rock psychedelic rock hard rock rock blues-rock classic rock protopunk rock 'n roll glam rock punk,165.29,-11.74,0.0,0.0,9,1,413.3
Comme Si C'était Doux,Julien Clerc,chanson ballad pop disco blues-rock italian disco europop pop rock easy listening french pop,79.04,-15.4,0.0,0.0,8,1,107.3
Mentira,Beto Cuevas,indietronica electropop pop rock drum and bass electro alternative rock singer-songwriter dance electronica adult contemporary,140.06,-16.77,0.0,0.0,4,0,259.5
Dirty tarraxa 2 (feat. Neuza),Nichols,zouk zouklove world dark ambient intelligent dance music afrobeat electronic experimental abstract french,85.94,-5.48,0.0,0.0,11,0,188.5
Holy Ground (Homecoming Hymns Version),Bill & Gloria Gaither,country gospel southern gospel hymns gospel christian english spiritual piano vocal modern,71.53,-11.58,0.0,0.0,2,1,318.5
Teenage Superstars (Album),Vaselines,twee pop rock indie pop indie shoegaze punk sexy dreamy vocal dark,189.82,-6.19,0.0,0.0,11,0,207.2
S.O.S.la Fine (Reprise 2,Ennio Morricone,easy listening soundtrack classical italy film music folk lounge original score jazz composer,110.67,-18.09,0.0,0.0,0,1,228.5
Himalaya Dreams,Catia Werneck,bossa nova jazz latin,84.72,-13.4,0.0,0.0,10,1,226.7
Matarlatanta,Ghorwane,marrabenta world beat mozambique soukous world music world african africa pop lusofonia,78.67,-12.35,0.0,0.0,0,1,343.4
Bully Bully (LP Version),Off Broadway,power pop new wave 80s beat pop punk club broadway pop rock heavy metal rock,120.52,-10.81,0.0,0.0,9,0,244.9
Your Love,Glen Washington,lovers rock reggae roots reggae dancehall rock steady soca world music dub dance jamaica,102.61,-14.21,0.0,0.0,5,0,234.7
Verdad Amarga,Los Solitarios,screamo death metal los angeles mexican latin mexico,94.99,-14.06,0.0,0.0,5,0,168.1
Say What!?!,Chris Standring,smooth jazz soul jazz fusion jazz cool jazz jazz funk chill-out jazz jazz fusion funk contemporary jazz,140.04,-9.04,0.0,0.0,0,1,269.3
Spaz's House Destruction Party,Anti-Flag,oi hardcore punk punk rock punk revival emo political melodic indie pop,131.12,-6.55,0.0,0.0,1,1,184.1
This Heart Of Mine,Josh White,delta blues country blues bluegrass piedmont blues blues folk rock louisiana blues ragtime texas blues chicago blues,163.08,-21.86,0.0,0.0,4,0,178.8
Mai [Live],Josh Groban,pop rock pop rock adult contemporary classical vocal christmas music classical crossover soundtrack classical pop,125.96,-7.34,0.0,0.0,9,1,282.9
Catharsis Of A Heretic,The Ocean,sludge metal soft rock math-core experimental music doomcore extreme metal avantgarde metal symphonic metal progressive metal post-hardcore,139.97,-8.97,0.0,0.0,5,0,128.8
Una Sopita De Tu Propio Chocolate,Angélica María,los angeles latin pop latin latino new orleans 60s pop girlie pop song writer singer america,114.05,-11.1,0.0,0.0,0,1,171.2
Blott En Dag,Mons Leidvin Takle,lullaby jazz norwegian instrumental christian norway free american,60.51,-16.07,0.0,0.0,7,1,180.4
The Sirius Deception (Album Version),Nicholas Hooper,soundtrack easy listening electronic ambient abstract composer classical instrumental modern classical contemporary classical music,98.51,-19.75,0.0,0.0,1,1,154.4
Chicken Strips (THE DEMOS version),Smut Peddlers,dirty rap hardcore hip hop hip hop hardcore punk rap punk underground rap east coast rap hardcore rap underground hip hop,116.84,-6.08,0.0,0.0,11,0,87.1
The Way I Am,Eminem,hip hop rap hardcore rap club soundtrack pop funk underground beats producer,174.69,-2.97,0.0,0.0,7,1,289.3
Gief Konjunkturpaket VI,Afrob feat. Sarah,pop rap hip hop funk metal bass music progressive house broken beat big beat future jazz deep house old school hip hop,180.33,-5.32,0.0,0.0,2,1,258.2
The Real Rock,Shinehead,dancehall reggae lovers rock hip hop pop rap downtempo dub roots reggae big beat jungle music,168.94,-12.44,0.0,0.0,2,1,250.9
Blues Do Elevador,Zeca Baleiro,brazilian pop music samba broken beat chill-out latin jazz bossa nova tech house trip hop acid jazz downtempo,86.01,-12.01,0.0,0.0,9,0,238.0
Will Not Fade  (Hit Parade Album Version (new Song)),Audio Adrenaline,ccm christian rock pop rock christian music alternative rock art rock modern rock ballad downtempo nu metal,87.9,-4.77,0.0,0.0,4,0,229.0
Perfidia,Eddie Jones,r&b new orleans blues electric blues chanson blues singer-songwriter male vocalist jazz american guitar,164.52,-8.67,0.0,0.0,0,1,114.9
Mis Sueños feat Norma Castro,Mario Garcia,tribal house,130.02,-8.08,0.0,0.0,0,1,558.3
Beast In the Broch,The Lord Weird Slough Feg,folk metal viking metal celtic metal power metal celtic progressive metal heavy metal folk rock doom metal metal,93.59,-9.1,0.0,0.0,10,1,106.6
Battery Acid,Six Brown Brothers,ragtime vaudeville deep house disco electronic jazz house electronica acid house techno,124.49,-11.4,0.0,0.0,4,1,258.0
Hippa To Da Hoppa [Explicit Version],Ol' Dirty Bastard,hip hop east coast hip hop freestyle hardcore rap east coast rap rap trip hop oldies electro electronica,96.22,-14.81,0.0,0.0,5,1,181.6
Back Into Business,Milo,hard house progressive house tribal house deep house tech house progressive rock progressive trance happy hardcore reggaeton electronic,85.33,-5.63,0.0,0.0,11,0,232.4
Was Machst Du Mit Dem Knie_ Lieber Hans?,Günter Noris,beat big band german funky 60s orchestral pop,115.94,-12.01,0.0,0.0,10,1,161.8
Pocket Full Of Stars,Diesel Boy,pop rock pop punk rock punk skate punk ska california drum and bass power pop hardcore punk,181.75,-3.48,0.0,0.0,2,1,152.7
Lizzie And The Rain Man,Billie Jo Spears,classic country motown oldies rockabilly traditional country country pop country united states female vocalist singer-songwriter,174.44,-11.51,0.0,0.0,0,1,212.3
